# Machine-auditable coverage ledger for docs/card-script-lexicon.md.
# Columns: section, item, registered fixture, observable assertion, status.
# Every row must point to a registered gameplay fixture with an observable
# assertion. `covered-unverified` means the row is structurally integrated but
# has not yet been confirmed by a passing runtime result.
section	item	registered fixture	observable assertion	status
trigger	@takeninitiativefoeof	lexicon/trigger_initiative_foe_fires.txt	takeninitiativefoeof fires for opponent initiative	covered-unverified
trigger	@shuffledof	lexicon/trigger_shuffled_controller_fires.txt	shuffledof fires for controller shuffle	covered-unverified
trigger	@shuffledfoeof	lexicon/trigger_shuffled_foe_fires.txt	shuffledfoeof fires for opponent shuffle	covered-unverified
macro	__CYCLING__($cost)	generic/cycling.txt	Akroma's Vengeance cycles by paying the parameterized cost and drawing	covered-unverified
macro	__BASIC_LANDCYCLING__($cost)	lexicon/macro_basic_landcycling.txt	__BASIC_LANDCYCLING__($cost) searches a basic land into hand	covered-unverified
macro	_DIES_	symbiotic_wurm.txt	Symbiotic Wurm creates its death tokens after leaving the battlefield	covered-unverified
macro	_TRAINING_	lexicon/basic_training.txt	macro expansion performs the training behavior	covered-unverified
macro	_PARTNER_	lexicon/basic_partner_finds_named_partner.txt	macro expansion finds the named partner	covered-unverified
macro	_GOAD_	lexicon/macro_goad_disrupt_decorum.txt	Disrupt Decorum makes an opposing creature attack on the next combat	covered-unverified
macro	_REBOUND_	lexicon/trigger_rebounded_recasts.txt	macro expansion rebounds and recasts the spell	covered-unverified
macro	_POPULATE_	generic/populate_zektar_i1145.txt	macro expansion clones the token during the populate behavior test	covered-unverified
macro	_FEROCIOUS_	lexicon/macro_ferocious_barrage_blocks.txt	Barrage of Boulders prevents blocking when a power-4 creature is controlled	covered-unverified
macro	_ATTACKING_	lexicon/macro_surveil1_appendage_amalgam.txt	Appendage Amalgam's attacking trigger resolves during combat	covered-unverified
macro	_BLOCKED_	generic/siege_behemoth_i1085.txt	Siege Behemoth's blocked combat trigger assigns damage as unblocked	covered-unverified
macro	_HEROIC_	lexicon/macro_heroic_akroan_skyguard.txt	Akroan Skyguard gains a heroic counter when targeted	covered-unverified
macro	_VALIANT_	lexicon/macro_valiant_heartfire_hero.txt	Heartfire Hero gains a valiant counter when targeted	covered-unverified
macro	_RALLY_	ondu_cleric.txt	Ondu Cleric's Ally-enter trigger gains life through Rally	covered-unverified
macro	_LANDFALL_	lexicon/macro_landfall_buffs_equipped_creature.txt	macro expansion grants the landfall P/T trigger to the equipped creature	covered-unverified
macro	_ADDENDUM_	lexicon/macro_conditionals_and_markers.txt	_ADDENDUM_ gates its payload to an instant or sorcery source	covered-unverified
macro	_CONSTELLATION_	lexicon/macro_constellation_doomwake_giant.txt	Doomwake Giant triggers when Rancor enters as an enchantment	covered-unverified
macro	_AMASSZOMBIE1_	lexicon/macro_amass_variants.txt	_AMASSZOMBIE1_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSZOMBIE2_	lexicon/macro_amass_variants.txt	_AMASSZOMBIE2_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSZOMBIE3_	lexicon/macro_amass_variants.txt	_AMASSZOMBIE3_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSZOMBIE4_	lexicon/macro_amass_variants.txt	_AMASSZOMBIE4_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSZOMBIE5_	lexicon/macro_amass_variants.txt	_AMASSZOMBIE5_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSORC1_	lexicon/macro_amass_variants.txt	_AMASSORC1_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSORC2_	lexicon/macro_amass_variants.txt	_AMASSORC2_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSORC3_	lexicon/macro_amass_variants.txt	_AMASSORC3_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSORC4_	lexicon/macro_amass_variants.txt	_AMASSORC4_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSORC5_	lexicon/macro_amass_variants.txt	_AMASSORC5_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSSLIVER1_	lexicon/macro_amass_variants.txt	_AMASSSLIVER1_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSSLIVER2_	lexicon/macro_amass_variants.txt	_AMASSSLIVER2_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSSLIVER3_	lexicon/macro_amass_variants.txt	_AMASSSLIVER3_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSSLIVER4_	lexicon/macro_amass_variants.txt	_AMASSSLIVER4_ resolves and contributes its observable life witness	covered-unverified
macro	_AMASSSLIVER5_	lexicon/macro_amass_variants.txt	_AMASSSLIVER5_ resolves and contributes its observable life witness	covered-unverified
macro	_SCRY1_	generic/select_for_inspection_i1085.txt	Select for Inspection resolves its one-card scry after bouncing a creature	covered-unverified
macro	_SCRY2_	lexicon/macro_scry2.txt	_SCRY2_ emits a scryed event after its two-card scry window	covered-unverified
macro	_SCRY3_	lexicon/macro_scry3.txt	_SCRY3_ emits a scryed event after its three-card scry window	covered-unverified
macro	_SCRY4_	lexicon/macro_scry4.txt	_SCRY4_ emits a scryed event after its four-card scry window	covered-unverified
macro	_SCRY5_	lexicon/macro_scry5.txt	_SCRY5_ emits a scryed event after its five-card scry window	covered-unverified
macro	_FABRICATE_($c)	lexicon/macro_fabricate_and_second_draw.txt	_FABRICATE_($c) creates the parameterized Servo branch	covered-unverified
macro	_ENRAGE_	dromad_purebred.txt	Dromad Purebred gains life when damage fires its Enrage trigger	covered-unverified
macro	_SECOND_DRAW_	lexicon/macro_fabricate_and_second_draw.txt	_SECOND_DRAW_ fires when the controller draws the second card	covered-unverified
macro	_ADAPT1_	lexicon/macro_adapt1_benthic_biomancer.txt	Benthic Biomancer adapts and deals its increased combat damage	covered-unverified
macro	_ADAPT2_	lexicon/macro_adapt2_growth_chamber_guardian.txt	Growth-Chamber Guardian adapts two counters before attacking	covered-unverified
macro	_ADAPT3_	lexicon/macro_adapt3_scuttlegator.txt	Scuttlegator adapts three counters and attacks despite defender	covered-unverified
macro	_ADAPT4_	lexicon/macro_adapt4_sauroform_hybrid.txt	Sauroform Hybrid adapts four counters before attacking	covered-unverified
macro	_BATTALION_	lexicon/macro_battalion_daring_skyjek.txt	Daring Skyjek gains flying with two additional attackers	covered-unverified
macro	_CHAMPION_($Word)	lexicon/target_special_and_advanced.txt	Champion macro enters and exiles the selected creature as its required choice	covered-unverified
macro	_METALCRAFT_	lexicon/macro_conditionals_and_markers.txt	_METALCRAFT_ resolves its payload with three artifacts present	covered-unverified
macro	_ECHO_($cost)	lexicon/macro_echo.txt	_ECHO_($cost) offers and accepts its next-upkeep payment	covered-unverified
macro	_THRESHOLD_	lexicon/macro_conditionals_and_markers.txt	_THRESHOLD_ resolves its payload with seven graveyard cards	covered-unverified
macro	_SPLICEARCANE_	lexicon/target_special_and_advanced.txt	Splice Arcane macro observes an Arcane spell entering the stack and offers its hand card	covered-unverified
macro	_RIPPLE_($c)	lexicon/target_special_and_advanced.txt	Ripple macro reveals the top library card and resolves its cast-or-bottom branch	covered-unverified
macro	_RECOVER_($cost)	lexicon/macro_recover.txt	_RECOVER_($cost) returns the dead source to hand after payment	covered-unverified
macro	_PROLIFERATE_	Contagion_Clasp.txt	Contagion Clasp proliferates an existing counter during its activated ability	covered-unverified
macro	_SCAVENGE_($power)	lexicon/macro_scavenge.txt	_SCAVENGE_($power) puts the parameterized counters on a target	covered-unverified
macro	_ASCEND_	lexicon/macro_conditionals_and_markers.txt	_ASCEND_ creates the City's Blessing marker after ten permanents	covered-unverified
macro	_CITY'S_BLESSING_	lexicon/macro_conditionals_and_markers.txt	_CITY'S_BLESSING_ gates its payload after the blessing marker exists	covered-unverified
macro	_MONARCH_CONTROLLER_	lexicon/macro_conditionals_and_markers.txt	_MONARCH_CONTROLLER_ creates or moves the monarch marker	covered-unverified
macro	_MONARCH_OPPONENT_	lexicon/macro_conditionals_and_markers.txt	_MONARCH_OPPONENT_ transfers the monarch marker to the opponent	covered-unverified
macro	_INITIATIVE_CONTROLLER_	lexicon/macro_conditionals_and_markers.txt	_INITIATIVE_CONTROLLER_ creates or moves the initiative marker	covered-unverified
macro	_INITIATIVE_OPPONENT_	lexicon/macro_conditionals_and_markers.txt	_INITIATIVE_OPPONENT_ transfers the initiative marker to the opponent	covered-unverified
macro	_RINGTEMPTS_	lexicon/macro_conditionals_and_markers.txt	_RINGTEMPTS_ creates the Ring marker	covered-unverified
macro	_CASTHISTORIC_	lexicon/macro_cast_historic_and_extort.txt	_CASTHISTORIC_ fires when a legendary artifact enters the stack	covered-unverified
macro	_MENTOR_	lexicon/basic_mentor_pumps_lesser_attacker.txt	Mentor puts a counter on the lesser attacking creature	covered-unverified
macro	_SURVEIL1_	lexicon/macro_surveil1_appendage_amalgam.txt	Appendage Amalgam's attack surveils one card into its graveyard	covered-unverified
macro	_SURVEIL2_	lexicon/macro_surveil2_sultai_ascendancy.txt	Sultai Ascendancy surveils two cards at upkeep	covered-unverified
macro	_SURVEIL3_	lexicon/macro_surveil3_grim_flayer.txt	Grim Flayer's combat damage surveils three cards	covered-unverified
macro	_AFTERLIFETOKEN_	lexicon/macro_afterlife_insurance.txt	Afterlife Insurance creates a Spirit when its creature dies	covered-unverified
macro	_LEARN_	lexicon/macro_learn_cram_session.txt	_LEARN_ moves a sideboard Lesson into hand while preserving the spell effect	covered-unverified
macro	_ADVENTURE_	lexicon/basic_asflash_adventure_casts_during_upkeep.txt	An Adventure spell enters exile after resolving its Adventure half	covered-unverified
macro	_EXTORT_	lexicon/macro_cast_historic_and_extort.txt	_EXTORT_ drains the opponent when its hybrid payment is accepted	covered-unverified
macro	_FORETELL_	lexicon/basic_foretell_exiles_face_down.txt	macro expansion foretell exiles the card face down	covered-unverified
macro	_PLOT_	lexicon/macro_plot.txt	_PLOT_ exiles its sorcery through the plot/doforetell path	covered-unverified
macro	_PLOTCAST_	lexicon/macro_plotcast.txt	_PLOTCAST_ casts the plotted card from exile through its alternative branch	covered-unverified
macro	_LOOT_	lexicon/macro_loot_abomination_of_gudul.txt	Abomination of Gudul draws then discards after combat damage	covered-unverified
macro	_UNEARTH_	lexicon/macro_unearth_artificers_dragon.txt	Artificer's Dragon returns from the graveyard with its unearth cost	covered-unverified
macro	_IMPULSE_DRAW_	lexicon/macro_impulse_draws.txt	_IMPULSE_DRAW_ exiles the top library card for the turn	covered-unverified
macro	_IMPULSEUENT_	lexicon/macro_impulse_until_next_turn.txt	_IMPULSEUENT_ exiles the top library card until the next turn	covered-unverified
macro	_WARD1_	lexicon/macro_ward_variants.txt	_WARD1_ counters an unpaid targeted spell	covered-unverified
macro	_WARD2_	lexicon/macro_ward_variants.txt	_WARD2_ counters an unpaid targeted spell	covered-unverified
macro	_WARD3_	lexicon/macro_ward_variants.txt	_WARD3_ counters an unpaid targeted spell	covered-unverified
macro	_WARD4_	lexicon/macro_ward_variants.txt	_WARD4_ counters an unpaid targeted spell	covered-unverified
macro	_WARD8_	lexicon/macro_ward_variants.txt	_WARD8_ counters an unpaid targeted spell	covered-unverified
macro	_RENOWN_($c)	lexicon/macro_renown_acolyte.txt	_RENOWN_($c) increases the source power after its first player hit	covered-unverified
macro	_BLINK_UEOT_	lexicon/macro_blink_aetherling.txt	Aetherling returns from exile at the next end step	covered-unverified
macro	_CONNIVES_	lexicon/macro_connives_hypnotic_grifter.txt	_CONNIVES_ draws, discards a nonland, and grows its source	covered-unverified
macro	_ETERNALIZE_	lexicon/macro_eternalize.txt	_ETERNALIZE_ creates the transformed graveyard copy and exiles the source	covered-unverified
macro	_EXPLORES_	lexicon/macro_explores_brazen_buccaneers.txt	Brazen Buccaneers moves a revealed land to hand when it explores	covered-unverified
macro	_DISCARD&DRAW_	lexicon/macro_discard_draw_academy_raider.txt	Academy Raider replaces a discarded hand card with a draw	covered-unverified
macro	_PUNCH_	lexicon/macro_punch_fights_target_creatures.txt	macro expansion deals the source power to the selected opposing creature	covered-unverified
macro	_FIGHT_	lexicon/macro_fight_exchanges_power_damage.txt	macro expansion exchanges power damage and destroys the weaker opposing creature	covered-unverified
macro	_MUST_BE_BLOCKD_	lexicon/macro_must_be_blocked_forces_combat_block.txt	macro expansion forces the targeted attacker to be blocked	covered-unverified
macro	_SUSPECT_IT_	lexicon/macro_suspect_and_finality.txt	_SUSPECT_IT_ makes the attacker unblockable by one blocker through menace	covered-unverified
macro	_FINALITY_COUNTER_	lexicon/macro_suspect_and_finality.txt	_FINALITY_COUNTER_ exiles its marked creature instead of destroying it	covered-unverified
macro	_HARNESSED_LIGHTNING_($c)	lexicon/macro_harnessed_lightning.txt	_HARNESSED_LIGHTNING_($c) spends the selected energy amount as damage	covered-unverified
macro	_ENLIST_	lexicon/macro_enlist_argivian_cavalier.txt	_ENLIST_ adds the enlisted creature's power to combat damage	covered-unverified
macro	_MANAOFANYCOLOR_	lexicon/macro_mana_any_color.txt	_MANAOFANYCOLOR_ adds the selected color to the mana pool	covered-unverified
macro	_MANIFEST_DREAD_	lexicon/macro_manifest_dread.txt	_MANIFEST_DREAD_ moves one revealed card to the graveyard and manifests the other	covered-unverified
macro	_EERIE_	lexicon/macro_eerie_enchantment_entry.txt	_EERIE_ triggers when a controller's enchantment enters	covered-unverified
macro	_CREW1_	lexicon/cost_crew_target.txt	Crew 1 taps the selected creature and makes the Vehicle a creature	covered-unverified
macro	_CREW2_	lexicon/macro_crew2_daredevil_dragster.txt	Daredevil Dragster crews with one power-2 creature	covered-unverified
macro	_CREW2COMPLEMENT_	lexicon/macro_crew2_complement_dragster.txt	Daredevil Dragster crews with two power-1 creatures	covered-unverified
macro	_ENDURE1_	lexicon/macro_endure_variants.txt	_ENDURE1_ creates the parameterized 1/1 Spirit branch	covered-unverified
macro	_ENDURE2_	lexicon/macro_endure_variants.txt	_ENDURE2_ creates the parameterized 2/2 Spirit branch	covered-unverified
macro	_ENDURE3_	lexicon/macro_endure_variants.txt	_ENDURE3_ creates the parameterized 3/3 Spirit branch	covered-unverified
macro	_ENDURE4_	lexicon/macro_endure_variants.txt	_ENDURE4_ creates the parameterized 4/4 Spirit branch	covered-unverified
macro	_ENDURE5_	lexicon/macro_endure_variants.txt	_ENDURE5_ creates the parameterized 5/5 Spirit branch	covered-unverified
macro	_ENDURE6_	lexicon/macro_endure_variants.txt	_ENDURE6_ creates the parameterized 6/6 Spirit branch	covered-unverified
macro	_ENDURE7_	lexicon/macro_endure_variants.txt	_ENDURE7_ creates the parameterized 7/7 Spirit branch	covered-unverified
macro	_ENDURE8_	lexicon/macro_endure_variants.txt	_ENDURE8_ creates the parameterized 8/8 Spirit branch	covered-unverified
macro	_ENDURE9_	lexicon/macro_endure_variants.txt	_ENDURE9_ creates the parameterized 9/9 Spirit branch	covered-unverified
macro	_ENDURE10_	lexicon/macro_endure_variants.txt	_ENDURE10_ creates the parameterized 10/10 Spirit branch	covered-unverified
macro	_ENDURE11_	lexicon/macro_endure_variants.txt	_ENDURE11_ creates the parameterized 11/11 Spirit branch	covered-unverified
macro	_ENDURE12_	lexicon/macro_endure_variants.txt	_ENDURE12_ creates the parameterized 12/12 Spirit branch	covered-unverified
macro	_ENDURE13_	lexicon/macro_endure_variants.txt	_ENDURE13_ creates the parameterized 13/13 Spirit branch	covered-unverified
macro	_ENDURE14_	lexicon/macro_endure_variants.txt	_ENDURE14_ creates the parameterized 14/14 Spirit branch	covered-unverified
macro	_ENDURE15_	lexicon/macro_endure_variants.txt	_ENDURE15_ creates the parameterized 15/15 Spirit branch	covered-unverified
macro	_ENDURE16_	lexicon/macro_endure_variants.txt	_ENDURE16_ creates the parameterized 16/16 Spirit branch	covered-unverified
macro	_ENDURE17_	lexicon/macro_endure_variants.txt	_ENDURE17_ creates the parameterized 17/17 Spirit branch	covered-unverified
macro	_ENDURE18_	lexicon/macro_endure_variants.txt	_ENDURE18_ creates the parameterized 18/18 Spirit branch	covered-unverified
macro	_ENDURE19_	lexicon/macro_endure_variants.txt	_ENDURE19_ creates the parameterized 19/19 Spirit branch	covered-unverified
macro	_ENDURE20_	lexicon/macro_endure_variants.txt	_ENDURE20_ creates the parameterized 20/20 Spirit branch	covered-unverified
macro	_FLURRY_	lexicon/macro_flurry_and_mobilize.txt	_FLURRY_ fires on the second spell of the turn	covered-unverified
macro	_MOBILIZE_($c)	lexicon/macro_flurry_and_mobilize.txt	_MOBILIZE_($c) creates the parameterized attacking-support tokens	covered-unverified
macro	_ANGELTOKEN_	lexicon/macro_additional_tokens.txt	_ANGELTOKEN_ creates one observable Angel token	covered-unverified
macro	_BEASTTOKEN_	lexicon/macro_beast_feral_incarnation.txt	Feral Incarnation creates three Beast tokens	covered-unverified
macro	_BIRDTOKEN_	lexicon/macro_bird_battle_screech.txt	Battle Screech creates two Bird tokens	covered-unverified
macro	_OTTERTOKEN_	lexicon/macro_otter_otterball_antics.txt	Otterball Antics creates an Otter token on its normal cast	covered-unverified
macro	_CITIZENTOKEN_	lexicon/macro_citizen_caldaia_guardian.txt	Caldaia Guardian creates two Citizen tokens when it dies	covered-unverified
macro	_DETECTIVETOKEN_	lexicon/macro_additional_tokens.txt	_DETECTIVETOKEN_ creates one observable Detective token	covered-unverified
macro	_DRAGONTOKEN_	lexicon/macro_dragon_death_by_dragons.txt	Death by Dragons creates a Dragon token for the chosen player	covered-unverified
macro	_ELDRAZISCION_	lexicon/macro_additional_tokens.txt	_ELDRAZISCION_ creates one observable Eldrazi Scion token	covered-unverified
macro	_ELDRAZISPAWN_	lexicon/macro_additional_tokens.txt	_ELDRAZISPAWN_ creates one observable Eldrazi Spawn token	covered-unverified
macro	_ELEPHANTTOKEN_	generic/selvalas_charge_i1085.txt	Selvala's Charge creates an Elephant for each nonland reveal	covered-unverified
macro	_FISHTOKEN_	lexicon/macro_fish_into_the_flood_maw.txt	Into the Flood Maw creates the optional tapped Fish token	covered-unverified
macro	_GOBLINTOKEN_	dragon_fodder.txt	Dragon Fodder creates two Goblin tokens	covered-unverified
macro	_GNOMETOKEN_	lexicon/macro_gnome_metrognome.txt	Metrognome creates four Gnome tokens from its activation	covered-unverified
macro	_GLIMMERTOKEN_	lexicon/macro_glimmer_glimmerburst.txt	Glimmerburst creates a Glimmer token after drawing two cards	covered-unverified
macro	_HUMANKNIGHTTOKEN_	lexicon/macro_additional_tokens.txt	_HUMANKNIGHTTOKEN_ creates one observable Human Knight token	covered-unverified
macro	_HUMANSOLDIERTOKEN_	lexicon/macro_human_soldier_daysquad_marshal.txt	Daysquad Marshal creates a Human Soldier token	covered-unverified
macro	_INSECTTOKEN_	beacon_of_creation.txt	Beacon of Creation creates one Insect token per Forest	covered-unverified
macro	_KNIGHTTOKEN_	lexicon/macro_knight_knight_watch.txt	Knight Watch creates two Knight tokens	covered-unverified
macro	_MERCENARYTOKEN_	lexicon/macro_mercenary_prosperity_tycoon.txt	Prosperity Tycoon creates a Mercenary token on entry	covered-unverified
macro	_PHYREXIANMITETOKEN_	lexicon/macro_phyrexian_mite_charge.txt	Charge of the Mites creates two Phyrexian Mite tokens	covered-unverified
macro	_RABBITTOKEN_	lexicon/macro_rabbit_carrot_cake.txt	Carrot Cake creates a Rabbit token on entry	covered-unverified
macro	_REDELEMENTALTOKEN_	lexicon/macro_red_elemental_devastating_summons.txt	Devastating Summons creates two Red Elemental tokens	covered-unverified
macro	_SAPROLINGTOKEN_	aether_mutation.txt	Aether Mutation creates Saproling tokens from the bounced creature's mana value	covered-unverified
macro	_SERVOTOKEN_	generic/sram_expertise_castcard.txt	Sram's Expertise creates three Servo tokens	covered-unverified
macro	_SOLDIERTOKEN_	generic/idol_of_oblivion_i1085.txt	Raise the Alarm creates Soldier tokens that are visible in the assertion	covered-unverified
macro	_SPIRITTOKEN_	lexicon/macro_spirit_doomed_traveler.txt	Doomed Traveler creates a Spirit token when it dies	covered-unverified
macro	_SQUIRRELTOKEN_	lexicon/macro_squirrel_chatter.txt	Chatter of the Squirrel creates a Squirrel token	covered-unverified
macro	_THOPTERTOKEN_	generic/thopter_spy_network_i1085.txt	Thopter Spy Network creates a Thopter during upkeep	covered-unverified
macro	_WOLFTOKEN_	lexicon/macro_wolf_howl_night_pack.txt	Howl of the Night Pack creates one Wolf per Forest	covered-unverified
macro	_WHITEVAMPIRE_	lexicon/macro_white_vampire_call_to_feast.txt	Call to the Feast creates three Vampire tokens	covered-unverified
macro	_ZOMBIETOKEN_	Zombie_Infestation.txt	Zombie Infestation creates a Zombie after discarding two cards	covered-unverified
macro	_BLOOD_	lexicon/macro_blood_blood_fountain.txt	Blood Fountain creates a Blood token on entry	covered-unverified
macro	_CLUE_	TirelessTracker.txt	Tireless Tracker creates a Clue when a land enters	covered-unverified
macro	_FOOD_	lexicon/macro_food_bartered_cow.txt	Bartered Cow creates a Food token when it dies	covered-unverified
macro	_TREASURE_	lexicon/macro_treasure_big_score.txt	Big Score creates two Treasure tokens	covered-unverified
macro	_VEHICLE_	lexicon/macro_additional_tokens.txt	_VEHICLE_ creates one observable Vehicle token	covered-unverified
